Geography,Age group,2010,2011,2012,2013,2014,2015,2016
"Toronto, Ontario",70 to 74 years,2503.0,2500.0,2599.0,2603.0,2713.0,2810.0,2945.0
"Toronto, Ontario",75 to 79 years,3661.0,3448.0,3508.0,3663.0,3767.0,3859.0,3969.0
"Toronto, Ontario",80 to 84 years,4900.0,4554.0,4867.0,4978.0,5066.0,5138.0,5195.0
"Toronto, Ontario",85 to 89 years,5072.0,4998.0,5243.0,5548.0,5687.0,5873.0,6065.0
"Toronto, Ontario",90 years and over,4552.0,4725.0,5330.0,5728.0,6193.0,6673.0,7137.0
"Toronto, Ontario",All ages,28905.0,28727.0,30359.0,31520.0,32628.0,33756.0,34927.0
"Trois-Rivi??res, Quebec",0 to 4 years,2.0,4.0,7.0,5.0,16.0,9.0,13.0
"Trois-Rivi??res, Quebec",10 to 14 years,0.0,0.0,0.0,1.0,1.0,5.0,0.0
"Trois-Rivi??res, Quebec",15 to 19 years,6.0,2.0,1.0,1.0,9.0,1.0,5.0
"Trois-Rivi??res, Quebec",20 to 24 years,2.0,3.0,2.0,10.0,5.0,6.0,9.0
"Trois-Rivi??res, Quebec",25 to 29 years,4.0,6.0,9.0,8.0,2.0,11.0,6.0
"Trois-Rivi??res, Quebec",30 to 34 years,10.0,7.0,10.0,8.0,10.0,6.0,8.0
"Trois-Rivi??res, Quebec",35 to 39 years,8.0,5.0,10.0,4.0,13.0,14.0,12.0
"Trois-Rivi??res, Quebec",40 to 44 years,17.0,19.0,10.0,9.0,13.0,8.0,16.0
"Trois-Rivi??res, Quebec",45 to 49 years,24.0,29.0,36.0,19.0,24.0,21.0,22.0
"Trois-Rivi??res, Quebec",5 to 9 years,1.0,0.0,1.0,1.0,0.0,0.0,0.0
"Trois-Rivi??res, Quebec",50 to 54 years,42.0,50.0,44.0,35.0,34.0,45.0,33.0
"Trois-Rivi??res, Quebec",55 to 59 years,58.0,55.0,73.0,69.0,75.0,68.0,70.0
"Trois-Rivi??res, Quebec",60 to 64 years,76.0,80.0,89.0,78.0,95.0,97.0,99.0
"Trois-Rivi??res, Quebec",65 to 69 years,121.0,107.0,121.0,121.0,116.0,125.0,131.0
"Trois-Rivi??res, Quebec",70 to 74 years,129.0,130.0,148.0,155.0,159.0,171.0,148.0
"Trois-Rivi??res, Quebec",75 to 79 years,185.0,166.0,173.0,171.0,182.0,164.0,166.0
"Trois-Rivi??res, Quebec",80 to 84 years,254.0,194.0,245.0,206.0,277.0,239.0,243.0
"Trois-Rivi??res, Quebec",85 to 89 years,243.0,233.0,221.0,246.0,259.0,261.0,287.0
"Trois-Rivi??res, Quebec",90 years and over,253.0,223.0,226.0,244.0,256.0,305.0,295.0
"Trois-Rivi??res, Quebec",All ages,1435.0,1313.0,1426.0,1391.0,1546.0,1556.0,1563.0
"Vancouver, British Columbia",0 to 4 years,83.0,102.0,106.0,84.0,87.0,87.0,92.0
"Vancouver, British Columbia",10 to 14 years,10.0,3.0,9.0,9.0,8.0,9.0,8.0
"Vancouver, British Columbia",15 to 19 years,36.0,44.0,38.0,38.0,39.0,36.0,38.0
"Vancouver, British Columbia",20 to 24 years,59.0,80.0,68.0,70.0,76.0,75.0,78.0
"Vancouver, British Columbia",25 to 29 years,78.0,77.0,85.0,65.0,67.0,63.0,70.0
"Vancouver, British Columbia",30 to 34 years,87.0,95.0,97.0,98.0,102.0,100.0,105.0
"Vancouver, British Columbia",35 to 39 years,132.0,125.0,109.0,108.0,111.0,112.0,122.0
"Vancouver, British Columbia",40 to 44 years,187.0,185.0,179.0,195.0,195.0,189.0,192.0
"Vancouver, British Columbia",45 to 49 years,333.0,298.0,304.0,304.0,301.0,293.0,307.0
"Vancouver, British Columbia",5 to 9 years,5.0,6.0,7.0,14.0,14.0,15.0,14.0
"Vancouver, British Columbia",50 to 54 years,454.0,492.0,456.0,459.0,469.0,455.0,469.0
"Vancouver, British Columbia",55 to 59 years,628.0,636.0,684.0,710.0,726.0,729.0,768.0
"Vancouver, British Columbia",60 to 64 years,843.0,807.0,847.0,842.0,869.0,880.0,943.0
"Vancouver, British Columbia",65 to 69 years,918.0,886.0,1047.0,1079.0,1143.0,1195.0,1303.0
"Vancouver, British Columbia",70 to 74 years,1108.0,1202.0,1092.0,1140.0,1213.0,1252.0,1365.0
"Vancouver, British Columbia",75 to 79 years,1590.0,1547.0,1572.0,1520.0,1582.0,1619.0,1735.0
"Vancouver, British Columbia",80 to 84 years,2062.0,2157.0,2080.0,2201.0,2266.0,2279.0,2410.0
"Vancouver, British Columbia",85 to 89 years,2412.0,2363.0,2420.0,2462.0,2561.0,2607.0,2815.0
"Vancouver, British Columbia",90 years and over,2528.0,2706.0,2778.0,2856.0,3114.0,3295.0,3637.0
"Vancouver, British Columbia",All ages,13553.0,13811.0,13978.0,14254.0,14943.0,15290.0,16471.0
"Victoria, British Columbia",0 to 4 years,12.0,11.0,10.0,14.0,14.0,13.0,14.0
"Victoria, British Columbia",10 to 14 years,1.0,1.0,1.0,3.0,3.0,3.0,3.0
"Victoria, British Columbia",15 to 19 years,7.0,5.0,4.0,8.0,8.0,7.0,7.0
"Victoria, British Columbia",20 to 24 years,15.0,9.0,13.0,10.0,10.0,10.0,10.0
"Victoria, British Columbia",25 to 29 years,14.0,11.0,15.0,10.0,11.0,11.0,11.0
"Victoria, British Columbia",30 to 34 years,15.0,13.0,8.0,17.0,16.0,17.0,18.0
"Victoria, British Columbia",35 to 39 years,13.0,21.0,15.0,17.0,18.0,17.0,19.0
"Victoria, British Columbia",40 to 44 years,26.0,34.0,29.0,22.0,22.0,20.0,21.0
"Victoria, British Columbia",45 to 49 years,58.0,56.0,43.0,48.0,47.0,45.0,49.0
"Victoria, British Columbia",5 to 9 years,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Victoria, British Columbia",50 to 54 years,96.0,96.0,77.0,79.0,81.0,79.0,78.0
"Victoria, British Columbia",55 to 59 years,142.0,129.0,131.0,130.0,134.0,134.0,143.0
"Victoria, British Columbia",60 to 64 years,152.0,166.0,172.0,170.0,175.0,175.0,185.0
"Victoria, British Columbia",65 to 69 years,159.0,184.0,202.0,193.0,204.0,213.0,228.0
"Victoria, British Columbia",70 to 74 years,192.0,224.0,218.0,229.0,244.0,248.0,273.0
"Victoria, British Columbia",75 to 79 years,364.0,309.0,288.0,308.0,319.0,325.0,349.0
"Victoria, British Columbia",80 to 84 years,488.0,495.0,465.0,445.0,459.0,460.0,484.0
"Victoria, British Columbia",85 to 89 years,709.0,645.0,616.0,590.0,614.0,628.0,677.0
"Victoria, British Columbia",90 years and over,738.0,760.0,830.0,797.0,856.0,894.0,979.0
"Victoria, British Columbia",All ages,3202.0,3170.0,3138.0,3091.0,3236.0,3300.0,3549.0
"Windsor, Ontario",0 to 4 years,12.0,21.0,19.0,11.0,11.0,12.0,13.0
"Windsor, Ontario",10 to 14 years,0.0,2.0,4.0,4.0,4.0,4.0,4.0
"Windsor, Ontario",15 to 19 years,4.0,6.0,1.0,11.0,11.0,10.0,10.0
"Windsor, Ontario",20 to 24 years,12.0,8.0,11.0,8.0,8.0,8.0,8.0
"Windsor, Ontario",25 to 29 years,8.0,8.0,15.0,8.0,8.0,8.0,8.0
"Windsor, Ontario",30 to 34 years,15.0,11.0,16.0,12.0,11.0,12.0,14.0
"Windsor, Ontario",35 to 39 years,23.0,20.0,18.0,20.0,19.0,19.0,20.0
"Windsor, Ontario",40 to 44 years,38.0,35.0,33.0,16.0,16.0,16.0,16.0
"Windsor, Ontario",45 to 49 years,54.0,76.0,52.0,54.0,52.0,50.0,51.0
"Windsor, Ontario",5 to 9 years,3.0,3.0,0.0,0.0,0.0,0.0,0.0
"Windsor, Ontario",50 to 54 years,103.0,101.0,111.0,95.0,96.0,95.0,95.0
"Windsor, Ontario",55 to 59 years,129.0,132.0,130.0,129.0,132.0,136.0,139.0
"Windsor, Ontario",60 to 64 years,156.0,188.0,157.0,163.0,168.0,172.0,177.0
"Windsor, Ontario",65 to 69 years,182.0,206.0,187.0,229.0,240.0,252.0,265.0
"Windsor, Ontario",70 to 74 years,213.0,225.0,239.0,253.0,263.0,275.0,287.0
"Windsor, Ontario",75 to 79 years,323.0,309.0,276.0,328.0,338.0,348.0,357.0
"Windsor, Ontario",80 to 84 years,392.0,387.0,418.0,394.0,402.0,408.0,413.0
"Windsor, Ontario",85 to 89 years,392.0,416.0,441.0,451.0,466.0,481.0,497.0
"Windsor, Ontario",90 years and over,338.0,295.0,393.0,383.0,413.0,444.0,471.0
"Windsor, Ontario",All ages,2397.0,2449.0,2521.0,2569.0,2658.0,2750.0,2845.0
"Winnipeg, Manitoba",0 to 4 years,64.0,43.0,37.0,51.0,49.0,53.0,53.0
"Winnipeg, Manitoba",10 to 14 years,2.0,4.0,4.0,5.0,5.0,6.0,5.0
"Winnipeg, Manitoba",15 to 19 years,31.0,21.0,31.0,23.0,23.0,23.0,24.0
"Winnipeg, Manitoba",20 to 24 years,39.0,36.0,44.0,54.0,55.0,55.0,55.0
"Winnipeg, Manitoba",25 to 29 years,24.0,45.0,30.0,37.0,37.0,37.0,38.0
"Winnipeg, Manitoba",30 to 34 years,31.0,51.0,38.0,51.0,51.0,53.0,54.0
"Winnipeg, Manitoba",35 to 39 years,57.0,54.0,45.0,51.0,52.0,52.0,55.0
"Winnipeg, Manitoba",40 to 44 years,79.0,97.0,70.0,83.0,83.0,84.0,84.0
"Winnipeg, Manitoba",45 to 49 years,139.0,128.0,119.0,114.0,111.0,107.0,107.0
"Winnipeg, Manitoba",5 to 9 years,3.0,5.0,8.0,11.0,8.0,9.0,11.0
"Winnipeg, Manitoba",50 to 54 years,199.0,214.0,194.0,187.0,189.0,190.0,185.0
"Winnipeg, Manitoba",55 to 59 years,278.0,274.0,311.0,297.0,303.0,310.0,316.0
"Winnipeg, Manitoba",60 to 64 years,367.0,387.0,388.0,382.0,395.0,404.0,414.0
"Winnipeg, Manitoba",65 to 69 years,404.0,401.0,474.0,459.0,482.0,507.0,526.0
"Winnipeg, Manitoba",70 to 74 years,483.0,484.0,496.0,514.0,536.0,557.0,582.0
"Winnipeg, Manitoba",75 to 79 years,702.0,636.0,621.0,628.0,639.0,647.0,665.0
"Winnipeg, Manitoba",80 to 84 years,915.0,872.0,929.0,856.0,849.0,842.0,845.0
"Winnipeg, Manitoba",85 to 89 years,1107.0,1048.0,1037.0,1003.0,1009.0,1014.0,1016.0
"Winnipeg, Manitoba",90 years and over,1069.0,1085.0,1189.0,1199.0,1239.0,1281.0,1315.0
"Winnipeg, Manitoba",All ages,5993.0,5885.0,6065.0,6005.0,6115.0,6231.0,6350.0
