Geography,Age group,2012
"Toronto, Ontario",30 to 34 years,168.0
"Toronto, Ontario",35 to 39 years,226.0
"Toronto, Ontario",40 to 44 years,429.0
"Toronto, Ontario",45 to 49 years,737.0
"Toronto, Ontario",5 to 9 years,21.0
"Toronto, Ontario",50 to 54 years,1056.0
"Toronto, Ontario",55 to 59 years,1401.0
"Toronto, Ontario",60 to 64 years,1800.0
"Toronto, Ontario",65 to 69 years,2200.0
"Toronto, Ontario",70 to 74 years,2599.0
"Toronto, Ontario",75 to 79 years,3508.0
"Toronto, Ontario",80 to 84 years,4867.0
"Toronto, Ontario",85 to 89 years,5243.0
"Toronto, Ontario",90 years and over,5330.0
"Toronto, Ontario",All ages,30359.0
"Trois-Rivi??res, Quebec",0 to 4 years,7.0
"Trois-Rivi??res, Quebec",10 to 14 years,0.0
"Trois-Rivi??res, Quebec",15 to 19 years,1.0
"Trois-Rivi??res, Quebec",20 to 24 years,2.0
"Trois-Rivi??res, Quebec",25 to 29 years,9.0
"Trois-Rivi??res, Quebec",30 to 34 years,10.0
"Trois-Rivi??res, Quebec",35 to 39 years,10.0
"Trois-Rivi??res, Quebec",40 to 44 years,10.0
"Trois-Rivi??res, Quebec",45 to 49 years,36.0
"Trois-Rivi??res, Quebec",5 to 9 years,1.0
"Trois-Rivi??res, Quebec",50 to 54 years,44.0
"Trois-Rivi??res, Quebec",55 to 59 years,73.0
"Trois-Rivi??res, Quebec",60 to 64 years,89.0
"Trois-Rivi??res, Quebec",65 to 69 years,121.0
"Trois-Rivi??res, Quebec",70 to 74 years,148.0
"Trois-Rivi??res, Quebec",75 to 79 years,173.0
"Trois-Rivi??res, Quebec",80 to 84 years,245.0
"Trois-Rivi??res, Quebec",85 to 89 years,221.0
"Trois-Rivi??res, Quebec",90 years and over,226.0
"Trois-Rivi??res, Quebec",All ages,1426.0
"Vancouver, British Columbia",0 to 4 years,106.0
"Vancouver, British Columbia",10 to 14 years,9.0
"Vancouver, British Columbia",15 to 19 years,38.0
"Vancouver, British Columbia",20 to 24 years,68.0
"Vancouver, British Columbia",25 to 29 years,85.0
"Vancouver, British Columbia",30 to 34 years,97.0
"Vancouver, British Columbia",35 to 39 years,109.0
"Vancouver, British Columbia",40 to 44 years,179.0
"Vancouver, British Columbia",45 to 49 years,304.0
"Vancouver, British Columbia",5 to 9 years,7.0
"Vancouver, British Columbia",50 to 54 years,456.0
"Vancouver, British Columbia",55 to 59 years,684.0
"Vancouver, British Columbia",60 to 64 years,847.0
"Vancouver, British Columbia",65 to 69 years,1047.0
"Vancouver, British Columbia",70 to 74 years,1092.0
"Vancouver, British Columbia",75 to 79 years,1572.0
"Vancouver, British Columbia",80 to 84 years,2080.0
"Vancouver, British Columbia",85 to 89 years,2420.0
"Vancouver, British Columbia",90 years and over,2778.0
"Vancouver, British Columbia",All ages,13978.0
"Victoria, British Columbia",0 to 4 years,10.0
"Victoria, British Columbia",10 to 14 years,1.0
"Victoria, British Columbia",15 to 19 years,4.0
"Victoria, British Columbia",20 to 24 years,13.0
"Victoria, British Columbia",25 to 29 years,15.0
"Victoria, British Columbia",30 to 34 years,8.0
"Victoria, British Columbia",35 to 39 years,15.0
"Victoria, British Columbia",40 to 44 years,29.0
"Victoria, British Columbia",45 to 49 years,43.0
"Victoria, British Columbia",5 to 9 years,1.0
"Victoria, British Columbia",50 to 54 years,77.0
"Victoria, British Columbia",55 to 59 years,131.0
"Victoria, British Columbia",60 to 64 years,172.0
"Victoria, British Columbia",65 to 69 years,202.0
"Victoria, British Columbia",70 to 74 years,218.0
"Victoria, British Columbia",75 to 79 years,288.0
"Victoria, British Columbia",80 to 84 years,465.0
"Victoria, British Columbia",85 to 89 years,616.0
"Victoria, British Columbia",90 years and over,830.0
"Victoria, British Columbia",All ages,3138.0
"Windsor, Ontario",0 to 4 years,19.0
"Windsor, Ontario",10 to 14 years,4.0
"Windsor, Ontario",15 to 19 years,1.0
"Windsor, Ontario",20 to 24 years,11.0
"Windsor, Ontario",25 to 29 years,15.0
"Windsor, Ontario",30 to 34 years,16.0
"Windsor, Ontario",35 to 39 years,18.0
"Windsor, Ontario",40 to 44 years,33.0
"Windsor, Ontario",45 to 49 years,52.0
"Windsor, Ontario",5 to 9 years,0.0
"Windsor, Ontario",50 to 54 years,111.0
"Windsor, Ontario",55 to 59 years,130.0
"Windsor, Ontario",60 to 64 years,157.0
"Windsor, Ontario",65 to 69 years,187.0
"Windsor, Ontario",70 to 74 years,239.0
"Windsor, Ontario",75 to 79 years,276.0
"Windsor, Ontario",80 to 84 years,418.0
"Windsor, Ontario",85 to 89 years,441.0
"Windsor, Ontario",90 years and over,393.0
"Windsor, Ontario",All ages,2521.0
"Winnipeg, Manitoba",0 to 4 years,37.0
"Winnipeg, Manitoba",10 to 14 years,4.0
"Winnipeg, Manitoba",15 to 19 years,31.0
"Winnipeg, Manitoba",20 to 24 years,44.0
"Winnipeg, Manitoba",25 to 29 years,30.0
"Winnipeg, Manitoba",30 to 34 years,38.0
"Winnipeg, Manitoba",35 to 39 years,45.0
"Winnipeg, Manitoba",40 to 44 years,70.0
"Winnipeg, Manitoba",45 to 49 years,119.0
"Winnipeg, Manitoba",5 to 9 years,8.0
"Winnipeg, Manitoba",50 to 54 years,194.0
"Winnipeg, Manitoba",55 to 59 years,311.0
"Winnipeg, Manitoba",60 to 64 years,388.0
"Winnipeg, Manitoba",65 to 69 years,474.0
"Winnipeg, Manitoba",70 to 74 years,496.0
"Winnipeg, Manitoba",75 to 79 years,621.0
"Winnipeg, Manitoba",80 to 84 years,929.0
"Winnipeg, Manitoba",85 to 89 years,1037.0
"Winnipeg, Manitoba",90 years and over,1189.0
"Winnipeg, Manitoba",All ages,6065.0
